,country,q127,q098,q130,q106,q131,q005,q006,name
3531,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,Hong Kong
3532,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Hong Kong
3533,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,Hong Kong
3534,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,Hong Kong
3535,2.0,2.0,3.0,3.0,2.0,,3.0,,Hong Kong
3536,2.0,2.0,,3.0,3.0,3.0,1.0,2.0,Hong Kong
3537,2.0,2.0,3.0,2.0,3.0,2.0,1.0,,Hong Kong
3538,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,Hong Kong
3539,2.0,2.0,3.0,2.0,2.0,3.0,4.0,,Hong Kong
3540,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,Hong Kong
3541,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3542,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,Hong Kong
3543,2.0,2.0,,2.0,3.0,2.0,2.0,3.0,Hong Kong
3544,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,Hong Kong
3545,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,Hong Kong
3546,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,Hong Kong
3547,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,Hong Kong
3548,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,Hong Kong
3549,2.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,Hong Kong
3550,2.0,2.0,,3.0,3.0,3.0,1.0,,Hong Kong
3551,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,Hong Kong
3552,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,Hong Kong
3553,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,Hong Kong
3554,2.0,2.0,2.0,,3.0,,1.0,3.0,Hong Kong
3555,2.0,2.0,,,,,3.0,3.0,Hong Kong
3556,2.0,2.0,2.0,,3.0,,2.0,2.0,Hong Kong
3557,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,Hong Kong
3558,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,Hong Kong
3559,2.0,3.0,2.0,2.0,3.0,3.0,1.0,,Hong Kong
3560,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,Hong Kong
3561,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Hong Kong
3562,2.0,2.0,3.0,2.0,3.0,3.0,4.0,,Hong Kong
3563,2.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,Hong Kong
3564,2.0,2.0,3.0,2.0,,3.0,3.0,3.0,Hong Kong
3565,2.0,2.0,2.0,2.0,4.0,2.0,1.0,,Hong Kong
3566,2.0,2.0,,,,2.0,2.0,,Hong Kong
3567,2.0,2.0,3.0,3.0,,3.0,2.0,3.0,Hong Kong
3568,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Hong Kong
3569,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,Hong Kong
3570,2.0,2.0,,2.0,4.0,3.0,2.0,3.0,Hong Kong
3571,2.0,1.0,,2.0,,,3.0,4.0,Hong Kong
3572,2.0,3.0,,3.0,3.0,3.0,3.0,4.0,Hong Kong
3573,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3574,2.0,,3.0,2.0,,2.0,4.0,,Hong Kong
3575,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,Hong Kong
3576,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,Hong Kong
3577,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3578,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,Hong Kong
3579,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,Hong Kong
3580,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,Hong Kong
3581,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3582,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,Hong Kong
3583,2.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,Hong Kong
3584,2.0,2.0,,,,,2.0,,Hong Kong
3585,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,Hong Kong
3586,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,Hong Kong
3587,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,Hong Kong
3588,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,Hong Kong
3589,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3590,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,Hong Kong
3591,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,Hong Kong
3592,2.0,2.0,3.0,,,2.0,3.0,1.0,Hong Kong
3593,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,Hong Kong
3594,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,Hong Kong
3595,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3596,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,Hong Kong
3597,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,Hong Kong
3598,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,Hong Kong
3599,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,Hong Kong
3600,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,Hong Kong
3601,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,Hong Kong
3602,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,Hong Kong
3603,2.0,2.0,,3.0,3.0,3.0,5.0,4.0,Hong Kong
3604,2.0,,2.0,1.0,5.0,3.0,3.0,3.0,Hong Kong
3605,2.0,2.0,,2.0,4.0,2.0,2.0,4.0,Hong Kong
3606,2.0,1.0,,,,,,3.0,Hong Kong
3607,2.0,,3.0,,3.0,,3.0,4.0,Hong Kong
3608,2.0,2.0,2.0,,3.0,3.0,4.0,4.0,Hong Kong
3609,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,Hong Kong
3610,2.0,2.0,,2.0,3.0,3.0,2.0,3.0,Hong Kong
3611,2.0,,1.0,3.0,2.0,3.0,1.0,3.0,Hong Kong
3612,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,Hong Kong
3613,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,Hong Kong
3614,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,Hong Kong
3615,2.0,,,,,,4.0,,Hong Kong
3616,2.0,2.0,,,,,,,Hong Kong
3617,2.0,2.0,3.0,3.0,,3.0,2.0,3.0,Hong Kong
3618,2.0,1.0,3.0,2.0,,,2.0,,Hong Kong
3619,2.0,2.0,,,4.0,3.0,1.0,1.0,Hong Kong
3620,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,Hong Kong
3621,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,Hong Kong
3622,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3623,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3624,2.0,,,,,,2.0,4.0,Hong Kong
3625,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,Hong Kong
3626,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,Hong Kong
3627,2.0,3.0,2.0,3.0,2.0,4.0,1.0,,Hong Kong
3628,2.0,2.0,,2.0,2.0,3.0,1.0,3.0,Hong Kong
3629,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,Hong Kong
3630,2.0,2.0,,3.0,2.0,3.0,2.0,3.0,Hong Kong
3631,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,Hong Kong
3632,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3633,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3634,2.0,2.0,2.0,4.0,2.0,4.0,4.0,,Hong Kong
3635,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,Hong Kong
3636,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,Hong Kong
3637,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,Hong Kong
3638,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Hong Kong
3639,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,Hong Kong
3640,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,Hong Kong
3641,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Hong Kong
3642,2.0,2.0,3.0,2.0,,3.0,1.0,4.0,Hong Kong
3643,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3644,2.0,2.0,2.0,3.0,,3.0,2.0,,Hong Kong
3645,2.0,2.0,3.0,2.0,3.0,2.0,4.0,,Hong Kong
3646,2.0,2.0,3.0,,3.0,,2.0,2.0,Hong Kong
3647,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,Hong Kong
3648,2.0,2.0,3.0,,,,3.0,,Hong Kong
3649,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,Hong Kong
3650,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3651,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Hong Kong
3652,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3653,2.0,2.0,,2.0,2.0,3.0,1.0,,Hong Kong
3654,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,Hong Kong
3655,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,Hong Kong
3656,2.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,Hong Kong
3657,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,Hong Kong
3658,2.0,2.0,3.0,3.0,,3.0,2.0,2.0,Hong Kong
3659,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,Hong Kong
3660,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,Hong Kong
3661,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,Hong Kong
3662,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,Hong Kong
3663,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,Hong Kong
3664,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,Hong Kong
3665,2.0,1.0,,2.0,3.0,3.0,1.0,2.0,Hong Kong
3666,2.0,3.0,2.0,3.0,1.0,3.0,4.0,5.0,Hong Kong
3667,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,Hong Kong
3668,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,Hong Kong
3669,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3670,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,Hong Kong
3671,2.0,2.0,2.0,4.0,2.0,3.0,2.0,,Hong Kong
3672,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3673,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,Hong Kong
3674,2.0,2.0,,2.0,2.0,3.0,2.0,4.0,Hong Kong
3675,2.0,2.0,,3.0,2.0,3.0,2.0,2.0,Hong Kong
3676,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,Hong Kong
3677,2.0,3.0,,3.0,2.0,3.0,4.0,3.0,Hong Kong
3678,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,Hong Kong
3679,2.0,2.0,3.0,2.0,,3.0,2.0,4.0,Hong Kong
3680,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3681,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,Hong Kong
3682,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,Hong Kong
3683,2.0,1.0,,3.0,4.0,3.0,2.0,2.0,Hong Kong
3684,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,Hong Kong
3685,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,Hong Kong
3686,2.0,2.0,,,,3.0,2.0,,Hong Kong
3687,2.0,2.0,3.0,3.0,,3.0,2.0,3.0,Hong Kong
3688,2.0,2.0,3.0,2.0,,3.0,3.0,3.0,Hong Kong
3689,2.0,2.0,2.0,,2.0,3.0,3.0,3.0,Hong Kong
3690,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,Hong Kong
3691,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,Hong Kong
3692,2.0,2.0,2.0,3.0,3.0,3.0,1.0,,Hong Kong
3693,2.0,2.0,,2.0,3.0,2.0,3.0,3.0,Hong Kong
3694,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,Hong Kong
3695,2.0,2.0,,3.0,,3.0,3.0,,Hong Kong
3696,2.0,3.0,3.0,3.0,5.0,3.0,3.0,,Hong Kong
3697,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,Hong Kong
3698,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,Hong Kong
3699,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,Hong Kong
3700,2.0,2.0,3.0,,,,3.0,,Hong Kong
3701,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Hong Kong
3702,2.0,2.0,3.0,2.0,3.0,,1.0,3.0,Hong Kong
3703,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Hong Kong
3704,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,Hong Kong
3705,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,Hong Kong
3706,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,Hong Kong
3707,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,Hong Kong
3708,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,Hong Kong
3709,2.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,Hong Kong
3710,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,Hong Kong
3711,2.0,2.0,2.0,3.0,,3.0,1.0,,Hong Kong
3712,2.0,2.0,,2.0,,2.0,3.0,2.0,Hong Kong
3713,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,Hong Kong
3714,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,Hong Kong
3715,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3716,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,Hong Kong
3717,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,Hong Kong
3718,2.0,,,,,,1.0,1.0,Hong Kong
3719,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,Hong Kong
3720,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,Hong Kong
3721,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3722,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,Hong Kong
3723,2.0,2.0,,2.0,3.0,3.0,3.0,2.0,Hong Kong
3724,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3725,2.0,2.0,,3.0,3.0,3.0,2.0,3.0,Hong Kong
3726,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,Hong Kong
3727,2.0,2.0,2.0,3.0,3.0,3.0,4.0,,Hong Kong
3728,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,Hong Kong
3729,2.0,2.0,3.0,2.0,,3.0,1.0,2.0,Hong Kong
3730,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,Hong Kong
3731,2.0,3.0,,2.0,4.0,1.0,4.0,4.0,Hong Kong
3732,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,Hong Kong
3733,2.0,2.0,3.0,3.0,2.0,3.0,2.0,,Hong Kong
3734,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,Hong Kong
3735,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3736,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,Hong Kong
3737,2.0,2.0,2.0,3.0,,3.0,2.0,2.0,Hong Kong
3738,2.0,3.0,2.0,,2.0,3.0,4.0,4.0,Hong Kong
3739,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,Hong Kong
3740,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3741,2.0,2.0,3.0,2.0,,2.0,,3.0,Hong Kong
3742,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,Hong Kong
3743,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Hong Kong
3744,2.0,2.0,3.0,,3.0,3.0,2.0,2.0,Hong Kong
3745,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,Hong Kong
3746,2.0,2.0,2.0,3.0,,3.0,2.0,2.0,Hong Kong
3747,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3748,2.0,2.0,2.0,3.0,2.0,3.0,,3.0,Hong Kong
3749,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,Hong Kong
3750,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3751,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,Hong Kong
3752,2.0,2.0,,2.0,4.0,2.0,3.0,3.0,Hong Kong
3753,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Hong Kong
3754,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,Hong Kong
3755,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,Hong Kong
3756,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,Hong Kong
3757,2.0,2.0,,3.0,2.0,3.0,3.0,2.0,Hong Kong
3758,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,Hong Kong
3759,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,Hong Kong
3760,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,Hong Kong
3761,2.0,2.0,3.0,3.0,2.0,3.0,1.0,,Hong Kong
3762,2.0,2.0,3.0,2.0,,3.0,3.0,2.0,Hong Kong
3763,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,Hong Kong
3764,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,Hong Kong
3765,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3766,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3767,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,Hong Kong
3768,2.0,2.0,3.0,,4.0,,3.0,3.0,Hong Kong
3769,2.0,2.0,,2.0,2.0,3.0,2.0,4.0,Hong Kong
3770,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,Hong Kong
3771,2.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,Hong Kong
3772,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3773,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,Hong Kong
3774,2.0,2.0,2.0,3.0,,3.0,4.0,4.0,Hong Kong
3775,2.0,1.0,2.0,,2.0,,3.0,3.0,Hong Kong
3776,2.0,2.0,,3.0,3.0,3.0,1.0,1.0,Hong Kong
3777,2.0,1.0,,3.0,3.0,,3.0,,Hong Kong
3778,2.0,2.0,3.0,3.0,3.0,3.0,2.0,,Hong Kong
3779,2.0,,3.0,2.0,4.0,2.0,4.0,4.0,Hong Kong
3780,2.0,,,,,,3.0,,Hong Kong
3781,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3782,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,Hong Kong
3783,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Hong Kong
3784,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,Hong Kong
3785,2.0,2.0,3.0,,3.0,3.0,2.0,3.0,Hong Kong
3786,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,Hong Kong
3787,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,Hong Kong
3788,2.0,2.0,3.0,,3.0,2.0,2.0,,Hong Kong
3789,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3790,2.0,3.0,4.0,2.0,,2.0,3.0,4.0,Hong Kong
3791,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,Hong Kong
3792,2.0,2.0,3.0,2.0,,3.0,3.0,2.0,Hong Kong
3793,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,Hong Kong
3794,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3795,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,Hong Kong
3796,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3797,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,Hong Kong
3798,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,Hong Kong
3799,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,Hong Kong
3800,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,Hong Kong
3801,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3802,2.0,2.0,,2.0,3.0,3.0,2.0,3.0,Hong Kong
3803,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,Hong Kong
3804,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,Hong Kong
3805,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,Hong Kong
3806,2.0,2.0,3.0,,2.0,3.0,4.0,4.0,Hong Kong
3807,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3808,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,Hong Kong
3809,2.0,2.0,,3.0,,3.0,3.0,,Hong Kong
3810,2.0,2.0,,3.0,3.0,3.0,3.0,4.0,Hong Kong
3811,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,Hong Kong
3812,2.0,,2.0,2.0,2.0,3.0,3.0,3.0,Hong Kong
3813,2.0,2.0,3.0,,,2.0,1.0,4.0,Hong Kong
3814,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,Hong Kong
3815,2.0,2.0,2.0,3.0,2.0,3.0,,4.0,Hong Kong
3816,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,Hong Kong
3817,2.0,2.0,,2.0,4.0,2.0,4.0,4.0,Hong Kong
3818,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,Hong Kong
3819,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,Hong Kong
3820,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,Hong Kong
3821,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,Hong Kong
3822,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,Hong Kong
3823,2.0,,3.0,3.0,2.0,3.0,1.0,4.0,Hong Kong
3824,2.0,2.0,,3.0,3.0,3.0,2.0,4.0,Hong Kong
3825,2.0,2.0,3.0,2.0,,2.0,2.0,,Hong Kong
3826,2.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,Hong Kong
3827,2.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,Hong Kong
3828,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,Hong Kong
3829,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3830,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Hong Kong
3831,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3832,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,Hong Kong
3833,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,Hong Kong
3834,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,Hong Kong
3835,2.0,2.0,,2.0,,2.0,2.0,2.0,Hong Kong
3836,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,Hong Kong
3837,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,Hong Kong
3838,2.0,2.0,,2.0,,2.0,2.0,,Hong Kong
3839,2.0,2.0,3.0,3.0,,2.0,2.0,3.0,Hong Kong
3840,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3841,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Hong Kong
3842,2.0,2.0,3.0,2.0,,3.0,2.0,,Hong Kong
3843,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,Hong Kong
3844,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,Hong Kong
3845,2.0,2.0,,,,,,,Hong Kong
3846,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,Hong Kong
3847,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Hong Kong
3848,2.0,,,2.0,,2.0,1.0,2.0,Hong Kong
3849,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3850,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,Hong Kong
3851,2.0,2.0,3.0,,3.0,3.0,2.0,3.0,Hong Kong
3852,2.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,Hong Kong
3853,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,Hong Kong
3854,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,Hong Kong
3855,2.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,Hong Kong
3856,2.0,,1.0,4.0,1.0,3.0,4.0,,Hong Kong
3857,2.0,2.0,,3.0,,,2.0,2.0,Hong Kong
3858,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,Hong Kong
3859,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3860,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,Hong Kong
3861,2.0,2.0,3.0,3.0,,2.0,3.0,2.0,Hong Kong
3862,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3863,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,Hong Kong
3864,2.0,3.0,,2.0,,2.0,2.0,4.0,Hong Kong
3865,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,Hong Kong
3866,2.0,3.0,3.0,,2.0,,3.0,5.0,Hong Kong
3867,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,Hong Kong
3868,2.0,,3.0,,4.0,2.0,3.0,3.0,Hong Kong
3869,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,Hong Kong
3870,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3871,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,Hong Kong
3872,2.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,Hong Kong
3873,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,Hong Kong
3874,2.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,Hong Kong
3875,2.0,,3.0,4.0,2.0,3.0,2.0,3.0,Hong Kong
3876,2.0,2.0,,4.0,3.0,4.0,2.0,2.0,Hong Kong
3877,2.0,2.0,3.0,3.0,2.0,,1.0,,Hong Kong
3878,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,Hong Kong
